,costs,rate,test
0,2.3006271040716832,1e-05,0.6926916241645813
1,2.2963053182113997,1e-05,0.6926916241645813
2,2.2920809901037877,1e-05,0.6926916241645813
3,2.287915429403615,1e-05,0.6926916241645813
4,2.283753361812858,1e-05,0.6926916241645813
5,2.279599871746329,1e-05,0.6926916241645813
6,2.275477603424427,1e-05,0.6926916241645813
7,2.271398627480796,1e-05,0.6926916241645813
8,2.2673647181932317,1e-05,0.6926916241645813
9,2.263374129007029,1e-05,0.6926916241645813
10,2.2594257842662726,1e-05,0.6926916241645813
11,2.255519728327906,1e-05,0.6926916241645813
12,2.2516567429830863,1e-05,0.6926916241645813
13,2.2478377652722736,1e-05,0.6926916241645813
14,2.2440635880758593,1e-05,0.6926916241645813
15,2.240334494169368,1e-05,0.6926916241645813
16,2.236650339392729,1e-05,0.6926916241645813
17,2.233010475025621,1e-05,0.6926916241645813
18,2.2294139806614366,1e-05,0.6926916241645813
19,2.225859514502592,1e-05,0.6926916241645813
20,2.2223456571268483,1e-05,0.6926916241645813
21,2.218870406927064,1e-05,0.6926916241645813
22,2.215431390806686,1e-05,0.6926916241645813
23,2.2120250491208804,1e-05,0.6926916241645813
24,2.2086432146471604,1e-05,0.6926916241645813
25,2.205259672431059,1e-05,0.6926916241645813
26,2.2018394747445753,1e-05,0.6926916241645813
27,2.1985052408174024,1e-05,0.6926916241645813
28,2.195252058117889,1e-05,0.6926916241645813
29,2.1920341669127,1e-05,0.6926916241645813
30,2.1888453683187796,1e-05,0.6926916241645813
31,2.185682623885399,1e-05,0.6926916241645813
32,2.182543987451598,1e-05,0.6926916241645813
33,2.179427557213362,1e-05,0.6926916241645813
34,2.176331531169802,1e-05,0.6926916241645813
35,2.1732543291047555,1e-05,0.6926916241645813
36,2.1701941767404245,1e-05,0.6926916241645813
37,2.167149521583734,1e-05,0.6926916241645813
38,2.1641188000523766,1e-05,0.6926916241645813
39,2.1611006093579666,1e-05,0.6926916241645813
40,2.1580935023551766,1e-05,0.6926916241645813
41,2.1550963202188185,1e-05,0.6926916241645813
42,2.1521080094714504,1e-05,0.6926916241645813
43,2.149127682974173,1e-05,0.6926916241645813
44,2.1461548028990274,1e-05,0.6926916241645813
45,2.143189108648966,1e-05,0.6926916241645813
46,2.1402304726977674,1e-05,0.6926916241645813
47,2.1372792998025587,1e-05,0.6926916241645813
48,2.134336072345113,1e-05,0.6926916241645813
49,2.131401511125786,1e-05,0.6926916241645813
