,costs,rate,test
0,2.3006271040716832,0.0001,0.7778966426849365
1,2.2963053182113997,0.0001,0.7778966426849365
2,2.2920809901037877,0.0001,0.7778966426849365
3,2.287915429403615,0.0001,0.7778966426849365
4,2.283753361812858,0.0001,0.7778966426849365
5,2.279599871746329,0.0001,0.7778966426849365
6,2.275477603424427,0.0001,0.7778966426849365
7,2.271398627480796,0.0001,0.7778966426849365
8,2.2673647181932317,0.0001,0.7778966426849365
9,2.263374129007029,0.0001,0.7778966426849365
10,2.2594257842662726,0.0001,0.7778966426849365
11,2.255519728327906,0.0001,0.7778966426849365
12,2.2516567429830863,0.0001,0.7778966426849365
13,2.2478377652722736,0.0001,0.7778966426849365
14,2.2440635880758593,0.0001,0.7778966426849365
15,2.240334494169368,0.0001,0.7778966426849365
16,2.236650339392729,0.0001,0.7778966426849365
17,2.233010475025621,0.0001,0.7778966426849365
18,2.2294139806614366,0.0001,0.7778966426849365
19,2.225859514502592,0.0001,0.7778966426849365
20,2.2223456571268483,0.0001,0.7778966426849365
21,2.218870406927064,0.0001,0.7778966426849365
22,2.215431390806686,0.0001,0.7778966426849365
23,2.2120250491208804,0.0001,0.7778966426849365
24,2.2086432146471604,0.0001,0.7778966426849365
25,2.205259672431059,0.0001,0.7778966426849365
26,2.2018394747445753,0.0001,0.7778966426849365
27,2.1985052408174024,0.0001,0.7778966426849365
28,2.195252058117889,0.0001,0.7778966426849365
29,2.1920341669127,0.0001,0.7778966426849365
30,2.1888453683187796,0.0001,0.7778966426849365
31,2.185682623885399,0.0001,0.7778966426849365
32,2.182543987451598,0.0001,0.7778966426849365
33,2.179427557213362,0.0001,0.7778966426849365
34,2.176331531169802,0.0001,0.7778966426849365
35,2.1732543291047555,0.0001,0.7778966426849365
36,2.1701941767404245,0.0001,0.7778966426849365
37,2.167149521583734,0.0001,0.7778966426849365
38,2.1641188000523766,0.0001,0.7778966426849365
39,2.1611006093579666,0.0001,0.7778966426849365
40,2.1580935023551766,0.0001,0.7778966426849365
41,2.1550963202188185,0.0001,0.7778966426849365
42,2.1521080094714504,0.0001,0.7778966426849365
43,2.149127682974173,0.0001,0.7778966426849365
44,2.1461548028990274,0.0001,0.7778966426849365
45,2.143189108648966,0.0001,0.7778966426849365
46,2.1402304726977674,0.0001,0.7778966426849365
47,2.1372792998025587,0.0001,0.7778966426849365
48,2.134336072345113,0.0001,0.7778966426849365
49,2.131401511125786,0.0001,0.7778966426849365
50,2.2840794629828873,0.0001,0.7778966426849365
51,2.2443995032199595,0.0001,0.7778966426849365
52,2.208758232205413,0.0001,0.7778966426849365
53,2.1759648378505267,0.0001,0.7778966426849365
54,2.1453460094540624,0.0001,0.7778966426849365
55,2.1156030810156534,0.0001,0.7778966426849365
56,2.0871831733126975,0.0001,0.7778966426849365
57,2.060925173204999,0.0001,0.7778966426849365
58,2.0371979502744453,0.0001,0.7778966426849365
59,2.0155117705810897,0.0001,0.7778966426849365
60,1.9955614860667732,0.0001,0.7778966426849365
61,1.9771408591159556,0.0001,0.7778966426849365
62,1.9600787079611492,0.0001,0.7778966426849365
63,1.9442218625268277,0.0001,0.7778966426849365
64,1.9294316602307693,0.0001,0.7778966426849365
65,1.915581181991932,0.0001,0.7778966426849365
66,1.902553441912629,0.0001,0.7778966426849365
67,1.8902416783709863,0.0001,0.7778966426849365
68,1.878550967504811,0.0001,0.7778966426849365
69,1.8673966762631438,0.0001,0.7778966426849365
70,1.8566948979399922,0.0001,0.7778966426849365
71,1.8463501292605735,0.0001,0.7778966426849365
72,1.8362470144449279,0.0001,0.7778966426849365
73,1.826236286828684,0.0001,0.7778966426849365
74,1.816119468489359,0.0001,0.7778966426849365
75,1.80554075573766,0.0001,0.7778966426849365
76,1.7941177140834719,0.0001,0.7778966426849365
77,1.7831308509028232,0.0001,0.7778966426849365
78,1.773409283438394,0.0001,0.7778966426849365
79,1.7648458536281137,0.0001,0.7778966426849365
80,1.756957087405893,0.0001,0.7778966426849365
81,1.7496003217475364,0.0001,0.7778966426849365
82,1.7426787670268569,0.0001,0.7778966426849365
83,1.736125053361405,0.0001,0.7778966426849365
84,1.7298918962478642,0.0001,0.7778966426849365
85,1.7239449661831525,0.0001,0.7778966426849365
86,1.718257446621739,0.0001,0.7778966426849365
87,1.7128072533496592,0.0001,0.7778966426849365
88,1.7075752879298012,0.0001,0.7778966426849365
89,1.7025448277939204,0.0001,0.7778966426849365
90,1.6977012601009633,0.0001,0.7778966426849365
91,1.6930316852968796,0.0001,0.7778966426849365
92,1.6885248200837952,0.0001,0.7778966426849365
93,1.6841704263243562,0.0001,0.7778966426849365
94,1.679959463518719,0.0001,0.7778966426849365
95,1.6758837200874508,0.0001,0.7778966426849365
96,1.6719356636668359,0.0001,0.7778966426849365
97,1.668108493782753,0.0001,0.7778966426849365
98,1.6643959699675093,0.0001,0.7778966426849365
99,1.66079230086748,0.0001,0.7778966426849365
